Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
18,Yes,Travel_Frequently,544,Sales,3,2,Medical,2,Female,70,3,1,Sales Representative,4,Single,"₹ 1,569","₹ 18,420",1,Yes,12,3,3,0,2,4,0,0,0,0
47,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,4,Female,98,3,5,Manager,3,Married,"₹ 19,658","₹ 5,220",3,No,11,3,3,27,2,3,5,2,1,0
39,No,Travel_Rarely,170,Research & Development,3,2,Medical,3,Male,76,2,2,Laboratory Technician,3,Divorced,"₹ 3,069","₹ 10,302",0,No,15,3,4,11,3,3,10,8,0,7
40,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,Female,80,2,3,Manufacturing Director,3,Married,"₹ 10,435","₹ 25,800",1,No,13,3,4,18,2,3,18,15,14,12
35,No,Non-Travel,208,Research & Development,8,4,Life Sciences,3,Female,52,3,2,Healthcare Representative,3,Married,"₹ 4,148","₹ 12,250",1,No,12,3,4,15,5,3,14,11,2,9
37,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,3,Male,85,3,2,Manufacturing Director,3,Married,"₹ 5,768","₹ 26,493",3,No,17,3,1,9,2,2,4,3,0,2
39,No,Travel_Frequently,711,Research & Development,4,3,Medical,1,Female,81,3,2,Manufacturing Director,3,Single,"₹ 5,042","₹ 3,140",0,No,13,3,4,10,2,1,9,2,3,8
45,No,Travel_Rarely,1329,Research & Development,2,2,Other,4,Female,59,2,2,Manufacturing Director,4,Divorced,"₹ 5,770","₹ 5,388",1,No,19,3,1,10,3,3,10,7,3,9
38,No,Travel_Rarely,397,Research & Development,2,2,Medical,4,Female,54,2,3,Manufacturing Director,3,Married,"₹ 7,756","₹ 14,199",3,Yes,19,3,4,10,6,4,5,4,0,2
35,Yes,Travel_Rarely,737,Sales,10,3,Medical,4,Male,55,2,3,Sales Executive,1,Married,"₹ 10,306","₹ 21,530",9,No,17,3,3,15,3,3,13,12,6,0
37,No,Travel_Rarely,1470,Research & Development,10,3,Medical,2,Female,71,3,1,Research Scientist,2,Married,"₹ 3,936","₹ 9,953",1,No,11,3,1,8,2,1,8,4,7,7
40,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,3,Female,84,3,3,Manufacturing Director,4,Single,"₹ 7,945","₹ 19,948",6,Yes,15,3,4,18,2,2,4,2,3,3
44,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,Male,37,3,2,Human Resources,4,Married,"₹ 5,743","₹ 10,503",4,Yes,11,3,3,14,3,3,10,7,0,2
48,No,Travel_Frequently,365,Research & Development,4,5,Medical,3,Male,89,2,4,Manager,4,Married,"₹ 15,202","₹ 5,602",2,No,25,4,2,23,3,3,2,2,2,2
35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1,Male,59,1,2,Sales Executive,4,Divorced,"₹ 5,440","₹ 22,098",6,Yes,14,3,4,7,2,2,2,2,2,2
24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,Female,32,3,1,Research Scientist,4,Single,"₹ 3,760","₹ 17,218",1,Yes,13,3,3,6,2,3,6,3,1,3
27,No,Travel_Rarely,486,Research & Development,8,3,Medical,2,Female,86,4,1,Research Scientist,3,Married,"₹ 3,517","₹ 22,490",7,No,17,3,1,5,0,3,3,2,0,2
27,No,Travel_Frequently,591,Research & Development,2,3,Medical,4,Male,87,3,1,Research Scientist,4,Single,"₹ 2,580","₹ 6,297",2,No,13,3,3,6,0,2,4,2,1,2
40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,Male,73,3,1,Laboratory Technician,1,Single,"₹ 2,166","₹ 3,339",3,Yes,14,3,2,10,3,1,4,2,0,3
29,No,Travel_Rarely,469,Sales,10,3,Medical,3,Male,42,2,2,Sales Executive,3,Single,"₹ 5,869","₹ 23,413",9,No,11,3,3,8,2,3,5,2,1,4
36,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,2,Female,42,3,3,Healthcare Representative,1,Married,"₹ 8,008","₹ 22,792",4,No,12,3,3,9,6,3,3,2,0,2
25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,4,Male,77,4,2,Manufacturing Director,3,Divorced,"₹ 5,206","₹ 4,973",1,No,17,3,3,7,6,3,7,7,0,7
39,No,Travel_Rarely,492,Research & Development,12,3,Medical,4,Male,66,3,2,Manufacturing Director,2,Married,"₹ 5,295","₹ 7,693",4,No,21,4,3,7,3,3,5,4,1,0
49,No,Travel_Rarely,301,Research & Development,22,4,Other,1,Female,72,3,4,Research Director,2,Married,"₹ 16,413","₹ 3,498",3,No,16,3,2,27,2,3,4,2,1,2
50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,4,Female,50,2,3,Research Director,1,Divorced,"₹ 13,269","₹ 21,981",5,No,15,3,3,19,3,3,14,11,1,11
20,No,Travel_Rarely,1141,Sales,2,3,Medical,3,Female,31,3,1,Sales Representative,3,Single,"₹ 2,783","₹ 13,251",1,No,19,3,1,2,3,3,2,2,2,2
34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,4,Female,66,3,2,Research Scientist,2,Divorced,"₹ 5,433","₹ 19,332",1,No,12,3,3,11,2,3,11,8,7,9
36,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,Male,77,3,1,Laboratory Technician,2,Single,"₹ 2,013","₹ 10,950",2,No,11,3,3,15,4,3,4,3,1,3
49,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,3,Female,41,2,4,Healthcare Representative,3,Married,"₹ 13,966","₹ 11,652",2,Yes,19,3,2,30,3,3,15,11,2,12
36,No,Non-Travel,894,Research & Development,1,4,Medical,4,Female,33,2,2,Manufacturing Director,3,Married,"₹ 4,374","₹ 15,411",0,No,15,3,3,4,6,3,3,2,1,2
36,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,4,Male,79,4,2,Healthcare Representative,1,Divorced,"₹ 6,842","₹ 26,308",6,No,20,4,1,13,3,3,5,4,0,4
54,No,Travel_Rarely,584,Research & Development,22,5,Medical,2,Female,91,3,4,Manager,3,Married,"₹ 17,426","₹ 18,685",3,No,25,4,3,36,6,3,10,8,4,7
43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,3,Male,65,2,4,Research Director,3,Married,"₹ 17,603","₹ 3,525",1,No,24,4,1,14,3,3,14,10,6,11
35,Yes,Travel_Frequently,880,Sales,12,4,Other,4,Male,36,3,2,Sales Executive,4,Single,"₹ 4,581","₹ 10,414",3,Yes,24,4,1,13,2,4,11,9,6,7
38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,4,Male,90,3,2,Research Scientist,4,Married,"₹ 4,735","₹ 9,867",7,No,15,3,4,19,4,4,13,11,2,9
29,No,Travel_Rarely,991,Sales,5,3,Medical,1,Male,43,2,2,Sales Executive,2,Divorced,"₹ 4,187","₹ 3,356",1,Yes,13,3,2,10,3,2,10,0,0,9
33,No,Travel_Rarely,392,Sales,2,4,Medical,4,Male,93,3,2,Sales Executive,4,Divorced,"₹ 5,505","₹ 3,921",1,No,14,3,3,6,5,3,6,2,0,4
32,No,Travel_Rarely,977,Research & Development,2,3,Medical,4,Male,45,3,2,Research Scientist,2,Divorced,"₹ 5,470","₹ 25,518",0,No,13,3,3,10,4,2,9,5,1,6
31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,Female,67,3,2,Sales Executive,4,Married,"₹ 5,476","₹ 22,589",1,No,11,3,1,10,2,3,10,0,0,2
49,No,Travel_Rarely,464,Research & Development,16,3,Medical,4,Female,74,3,1,Laboratory Technician,1,Divorced,"₹ 2,587","₹ 24,941",4,Yes,16,3,2,17,2,2,2,2,2,2
38,No,Travel_Frequently,148,Research & Development,2,3,Medical,4,Female,42,2,1,Laboratory Technician,2,Single,"₹ 2,440","₹ 23,826",1,No,22,4,2,4,3,3,4,3,3,3
47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,2,Female,47,4,4,Manager,2,Divorced,"₹ 15,972","₹ 21,086",6,No,14,3,3,29,2,3,3,2,1,2
49,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,3,Male,36,3,4,Manager,3,Single,"₹ 15,379","₹ 22,384",4,No,14,3,1,23,2,3,8,7,0,0
41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,4,Male,80,3,3,Sales Executive,3,Single,"₹ 7,082","₹ 11,591",3,Yes,16,3,4,21,2,3,2,0,0,2
20,No,Travel_Rarely,727,Sales,9,1,Life Sciences,4,Male,54,3,1,Sales Representative,1,Single,"₹ 2,728","₹ 21,082",1,No,11,3,1,2,3,3,2,2,0,2
33,No,Non-Travel,530,Sales,16,3,Life Sciences,3,Female,36,3,2,Sales Executive,4,Divorced,"₹ 5,368","₹ 16,130",1,Yes,25,4,3,7,2,3,6,5,1,2
36,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,Male,80,3,2,Healthcare Representative,3,Married,"₹ 5,347","₹ 7,419",6,No,14,3,2,10,2,2,3,2,0,2
44,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,3,Female,44,3,1,Human Resources,4,Divorced,"₹ 3,195","₹ 4,167",4,Yes,18,3,1,8,2,3,2,2,2,2
23,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,4,Male,93,2,1,Laboratory Technician,3,Single,"₹ 3,989","₹ 20,586",1,Yes,11,3,1,5,2,3,5,4,1,2
38,No,Travel_Rarely,1495,Research & Development,4,2,Medical,4,Female,87,3,1,Laboratory Technician,3,Married,"₹ 3,306","₹ 26,176",7,No,19,3,4,7,5,2,0,0,0,0
53,No,Travel_Rarely,1395,Research & Development,24,4,Medical,2,Male,48,4,3,Healthcare Representative,4,Married,"₹ 7,005","₹ 3,458",3,No,15,3,3,11,2,3,4,3,1,2
48,Yes,Travel_Frequently,708,Sales,7,2,Medical,4,Female,95,3,1,Sales Representative,3,Married,"₹ 2,655","₹ 11,740",2,Yes,11,3,3,19,3,3,9,7,7,7
32,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single,"₹ 1,393","₹ 24,852",1,No,12,3,1,1,2,3,1,0,0,0
26,No,Non-Travel,786,Research & Development,7,3,Medical,4,Male,76,3,1,Laboratory Technician,4,Single,"₹ 2,570","₹ 11,925",1,No,20,4,3,7,5,3,7,7,5,7
55,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,Male,94,2,1,Research Scientist,2,Divorced,"₹ 3,537","₹ 23,737",5,No,12,3,4,8,1,3,4,2,1,2
34,No,Travel_Rarely,1157,Research & Development,5,2,Medical,2,Male,57,2,2,Laboratory Technician,4,Married,"₹ 3,986","₹ 11,912",1,No,14,3,3,15,3,4,15,10,4,13
60,No,Travel_Rarely,370,Research & Development,1,4,Medical,3,Male,92,1,3,Healthcare Representative,4,Divorced,"₹ 10,883","₹ 20,467",3,No,20,4,3,19,2,4,1,0,0,0
33,No,Travel_Rarely,267,Research & Development,21,3,Medical,2,Male,79,4,1,Laboratory Technician,2,Married,"₹ 2,028","₹ 13,637",1,No,18,3,4,14,6,3,14,11,2,13
37,No,Travel_Frequently,1278,Sales,1,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,"₹ 9,525","₹ 7,677",1,No,14,3,3,6,2,2,6,3,1,3
34,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,2,Female,35,2,1,Research Scientist,4,Married,"₹ 2,929","₹ 20,338",1,No,12,3,2,10,3,3,10,9,8,7
23,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,3,Male,99,3,1,Sales Representative,4,Divorced,"₹ 2,275","₹ 25,103",1,Yes,21,4,2,3,2,3,3,2,0,2
44,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,3,Female,96,4,3,Healthcare Representative,4,Married,"₹ 7,879","₹ 14,810",1,Yes,19,3,2,9,2,3,8,7,6,7
35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,Male,79,2,1,Research Scientist,4,Single,"₹ 4,930","₹ 13,970",0,Yes,14,3,3,6,2,4,5,4,1,4
43,No,Travel_Rarely,1179,Sales,2,3,Medical,4,Male,73,3,2,Sales Executive,4,Married,"₹ 7,847","₹ 6,069",1,Yes,17,3,1,10,3,3,10,9,8,8
24,No,Travel_Rarely,581,Research & Development,9,3,Medical,3,Male,62,4,1,Research Scientist,3,Married,"₹ 4,401","₹ 17,616",1,No,16,3,4,5,1,3,5,3,0,4
41,No,Travel_Rarely,918,Sales,6,3,Marketing,4,Male,35,3,3,Sales Executive,3,Single,"₹ 9,241","₹ 15,869",1,No,12,3,2,10,3,3,10,8,8,7
29,No,Travel_Rarely,1082,Research & Development,9,4,Medical,4,Female,43,3,1,Laboratory Technician,3,Married,"₹ 2,974","₹ 25,412",9,No,17,3,3,9,2,3,5,3,1,2
36,No,Travel_Rarely,530,Sales,2,4,Life Sciences,3,Female,51,3,2,Sales Representative,4,Single,"₹ 4,502","₹ 7,439",3,No,15,3,3,17,2,2,13,7,6,7
45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,3,Male,74,2,3,Healthcare Representative,3,Married,"₹ 10,748","₹ 3,395",3,No,23,4,4,25,3,2,23,15,14,4
24,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,4,Male,58,1,1,Human Resources,3,Married,"₹ 1,555","₹ 11,585",1,No,11,3,3,1,2,3,1,0,0,0
47,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,3,Male,82,1,4,Sales Executive,3,Married,"₹ 12,936","₹ 24,164",7,No,11,3,3,25,3,1,23,5,14,10
26,No,Travel_Rarely,390,Research & Development,17,4,Medical,4,Male,62,1,1,Laboratory Technician,3,Married,"₹ 2,305","₹ 6,217",1,No,15,3,3,3,3,4,3,2,0,2
45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,4,Female,48,2,4,Research Director,2,Single,"₹ 16,704","₹ 17,119",1,No,11,3,3,21,2,3,21,6,8,6
32,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Married,"₹ 3,433","₹ 17,360",6,No,13,3,1,10,3,2,5,2,1,3
31,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,2,Male,69,3,1,Laboratory Technician,3,Married,"₹ 3,477","₹ 18,103",1,No,14,3,4,6,2,4,5,2,0,3
41,No,Non-Travel,552,Human Resources,4,3,Human Resources,3,Male,60,1,2,Human Resources,2,Married,"₹ 6,430","₹ 20,794",6,No,19,3,2,10,4,3,3,2,1,2
40,No,Travel_Rarely,369,Research & Development,8,2,Life Sciences,2,Female,92,3,2,Manufacturing Director,1,Married,"₹ 6,516","₹ 5,041",2,Yes,16,3,2,18,3,3,1,0,0,0
24,No,Travel_Rarely,506,Research & Development,29,1,Medical,2,Male,91,3,1,Laboratory Technician,1,Divorced,"₹ 3,907","₹ 3,622",1,No,13,3,2,6,2,4,6,2,1,2
46,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,3,Male,34,3,2,Healthcare Representative,2,Single,"₹ 5,562","₹ 9,697",6,No,14,3,4,19,3,3,10,7,0,9
35,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,4,Male,49,3,2,Manufacturing Director,3,Married,"₹ 6,883","₹ 5,151",2,No,16,3,2,17,3,3,7,7,0,7
30,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,2,Male,33,3,1,Research Scientist,4,Married,"₹ 2,862","₹ 3,811",1,No,12,3,2,10,2,2,10,0,0,8
47,No,Non-Travel,543,Sales,2,4,Marketing,3,Male,87,3,2,Sales Executive,2,Married,"₹ 4,978","₹ 3,536",7,No,11,3,4,4,3,1,1,0,0,0
46,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,3,Male,74,3,3,Sales Executive,4,Divorced,"₹ 10,368","₹ 5,596",4,Yes,12,3,2,13,5,2,10,6,0,3
36,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,2,Male,96,2,2,Sales Executive,1,Divorced,"₹ 6,134","₹ 8,658",5,Yes,13,3,2,16,3,3,2,2,2,2
32,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1,Male,34,1,2,Sales Executive,2,Single,"₹ 6,735","₹ 12,147",6,No,15,3,2,10,2,3,0,0,0,0
23,No,Travel_Rarely,160,Research & Development,4,1,Medical,3,Female,51,3,1,Laboratory Technician,2,Single,"₹ 3,295","₹ 12,862",1,No,13,3,3,3,3,1,3,2,1,2
31,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,4,Female,30,3,2,Manufacturing Director,4,Single,"₹ 5,238","₹ 6,670",2,No,20,4,4,9,3,2,5,4,1,4
39,No,Non-Travel,792,Research & Development,1,3,Life Sciences,4,Male,77,3,2,Laboratory Technician,4,Married,"₹ 6,472","₹ 8,989",1,Yes,15,3,4,9,2,3,9,8,5,8
32,No,Travel_Rarely,371,Sales,19,3,Life Sciences,4,Male,80,1,3,Sales Executive,3,Married,"₹ 9,610","₹ 3,840",3,No,13,3,3,10,2,1,4,3,0,2
40,No,Travel_Rarely,611,Sales,7,4,Medical,2,Male,88,3,5,Manager,2,Single,"₹ 19,833","₹ 4,349",1,No,14,3,2,21,3,2,21,8,12,8
45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,3,Female,56,1,3,Human Resources,3,Married,"₹ 9,756","₹ 6,595",4,No,21,4,3,9,2,4,5,0,0,3
30,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,4,Female,78,2,1,Research Scientist,1,Single,"₹ 4,968","₹ 26,427",0,No,16,3,4,10,2,3,9,7,0,7
24,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,Male,59,3,1,Human Resources,4,Married,"₹ 2,145","₹ 2,097",0,No,14,3,4,3,2,3,2,2,2,1
30,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,3,Female,66,2,1,Human Resources,4,Divorced,"₹ 2,180","₹ 9,732",6,No,11,3,3,6,0,2,4,2,1,2
31,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,Male,51,3,2,Sales Executive,3,Married,"₹ 8,346","₹ 20,943",1,No,19,3,3,6,3,3,5,2,0,2
27,No,Travel_Rarely,1054,Research & Development,8,3,Medical,3,Female,67,3,1,Research Scientist,4,Single,"₹ 3,445","₹ 6,152",1,No,11,3,3,6,5,2,6,2,1,4
29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,2,Female,52,1,1,Sales Representative,2,Single,"₹ 2,760","₹ 14,630",1,No,13,3,3,2,3,3,2,2,2,2
29,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,4,Male,70,4,2,Healthcare Representative,3,Single,"₹ 6,294","₹ 23,060",8,Yes,12,3,4,10,5,4,3,2,0,2
30,No,Travel_Rarely,979,Sales,15,2,Marketing,3,Male,94,2,3,Sales Executive,1,Divorced,"₹ 7,140","₹ 3,088",2,No,11,3,1,12,2,3,7,7,1,7
34,No,Travel_Rarely,181,Research & Development,2,4,Medical,4,Male,97,4,1,Research Scientist,4,Married,"₹ 2,932","₹ 5,586",0,Yes,14,3,1,6,3,3,5,0,1,2
33,No,Non-Travel,1283,Sales,2,3,Marketing,4,Female,62,3,2,Sales Executive,2,Single,"₹ 5,147","₹ 10,697",8,No,15,3,4,13,2,2,11,7,1,7
49,No,Travel_Rarely,1313,Sales,11,4,Marketing,4,Female,80,3,2,Sales Executive,4,Single,"₹ 4,507","₹ 8,191",3,No,12,3,3,8,1,4,5,1,0,4
33,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1,Female,74,3,3,Sales Executive,1,Single,"₹ 8,564","₹ 10,092",2,Yes,20,4,3,11,2,2,0,0,0,0
38,No,Travel_Frequently,594,Research & Development,2,2,Medical,3,Female,75,2,1,Laboratory Technician,2,Married,"₹ 2,468","₹ 15,963",4,No,14,3,2,9,4,2,6,1,0,5
31,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1,Male,70,3,3,Sales Executive,3,Married,"₹ 8,161","₹ 19,002",2,No,13,3,1,10,2,3,1,0,0,0
29,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,4,Female,91,2,1,Research Scientist,1,Divorced,"₹ 2,109","₹ 10,007",1,No,13,3,3,1,2,3,1,0,0,0
30,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,3,Male,58,4,2,Healthcare Representative,3,Married,"₹ 5,294","₹ 9,128",3,No,16,3,3,10,3,3,7,0,1,7
32,No,Non-Travel,953,Research & Development,5,4,Technical Degree,2,Male,65,3,1,Research Scientist,2,Single,"₹ 2,718","₹ 17,674",2,No,14,3,2,12,3,3,7,7,0,7
38,No,Travel_Rarely,833,Research & Development,18,3,Medical,2,Male,60,1,2,Healthcare Representative,4,Married,"₹ 5,811","₹ 24,539",3,Yes,16,3,3,15,2,3,1,0,1,0
43,Yes,Travel_Frequently,807,Research & Development,17,3,Technical Degree,3,Male,38,2,1,Research Scientist,3,Married,"₹ 2,437","₹ 15,587",9,Yes,16,3,4,6,4,3,1,0,0,0
42,No,Travel_Rarely,855,Research & Development,12,3,Medical,2,Male,57,3,1,Laboratory Technician,2,Divorced,"₹ 2,766","₹ 8,952",8,No,22,4,2,7,6,2,5,3,0,4
55,No,Travel_Rarely,478,Research & Development,2,3,Medical,3,Male,60,2,5,Research Director,1,Married,"₹ 19,038","₹ 19,805",8,No,12,3,2,34,2,3,1,0,0,0
33,No,Non-Travel,775,Research & Development,4,3,Technical Degree,4,Male,90,3,2,Research Scientist,2,Divorced,"₹ 3,055","₹ 6,194",5,No,15,3,4,11,2,2,9,8,1,7
41,No,Travel_Rarely,548,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Divorced,"₹ 2,289","₹ 20,520",1,No,20,4,2,5,2,3,5,3,0,4
34,No,Non-Travel,1375,Sales,10,3,Life Sciences,4,Male,87,3,2,Sales Executive,3,Divorced,"₹ 4,001","₹ 12,313",1,Yes,14,3,3,15,3,3,15,14,0,7
53,No,Non-Travel,661,Research & Development,1,4,Medical,1,Female,60,2,4,Manufacturing Director,3,Married,"₹ 12,965","₹ 22,308",4,Yes,20,4,4,27,2,2,3,2,0,2
43,No,Travel_Rarely,244,Human Resources,2,3,Life Sciences,2,Male,97,3,1,Human Resources,4,Single,"₹ 3,539","₹ 5,033",0,No,13,3,2,10,5,3,9,7,1,8
34,No,Travel_Rarely,511,Sales,3,2,Life Sciences,4,Female,32,1,2,Sales Executive,4,Single,"₹ 6,029","₹ 25,353",5,No,12,3,1,6,3,3,2,2,2,2
21,Yes,Travel_Rarely,337,Sales,7,1,Marketing,2,Male,31,3,1,Sales Representative,2,Single,"₹ 2,679","₹ 4,567",1,No,13,3,2,1,3,3,1,0,1,0
38,No,Travel_Rarely,1153,Research & Development,6,2,Other,4,Female,40,2,1,Laboratory Technician,3,Married,"₹ 3,702","₹ 16,376",1,No,11,3,2,5,3,3,5,4,0,4
22,Yes,Travel_Rarely,1294,Research & Development,8,1,Medical,3,Female,79,3,1,Laboratory Technician,1,Married,"₹ 2,398","₹ 15,999",1,Yes,17,3,3,1,6,3,1,0,0,0
31,No,Travel_Rarely,196,Sales,29,4,Marketing,1,Female,91,2,2,Sales Executive,4,Married,"₹ 5,468","₹ 13,402",1,No,14,3,1,13,3,3,12,7,5,7
51,No,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,Female,53,3,3,Manager,3,Married,"₹ 13,116","₹ 22,984",2,No,11,3,4,15,2,3,2,2,2,2
37,No,Travel_Rarely,589,Sales,9,2,Marketing,2,Male,46,2,2,Sales Executive,2,Married,"₹ 4,189","₹ 8,800",1,No,14,3,1,5,2,3,5,2,0,3
46,No,Travel_Rarely,734,Research & Development,2,4,Medical,3,Male,46,3,5,Research Director,4,Divorced,"₹ 19,328","₹ 14,218",7,Yes,17,3,3,24,3,3,2,1,2,2
36,No,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,4,Male,90,3,3,Healthcare Representative,1,Married,"₹ 8,321","₹ 25,949",7,Yes,13,3,4,15,1,3,12,8,5,7
44,Yes,Travel_Frequently,429,Research & Development,1,2,Medical,3,Male,99,3,1,Research Scientist,2,Divorced,"₹ 2,342","₹ 11,092",1,Yes,12,3,3,6,2,2,5,3,2,3
37,No,Travel_Rarely,1239,Human Resources,8,2,Other,3,Male,89,3,2,Human Resources,2,Divorced,"₹ 4,071","₹ 12,832",2,No,13,3,3,19,4,2,10,0,4,7
35,Yes,Travel_Rarely,303,Sales,27,3,Life Sciences,3,Male,84,3,2,Sales Executive,4,Single,"₹ 5,813","₹ 13,492",1,Yes,18,3,4,10,2,3,10,7,7,7
33,No,Travel_Rarely,867,Research & Development,8,4,Life Sciences,4,Male,90,4,1,Research Scientist,1,Married,"₹ 3,143","₹ 6,076",6,No,19,3,2,14,1,3,10,8,7,6
28,No,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,3,Male,82,3,1,Research Scientist,4,Married,"₹ 2,044","₹ 5,531",1,No,11,3,3,5,6,4,5,3,0,3
39,No,Travel_Rarely,1253,Research & Development,10,1,Medical,3,Male,65,3,3,Research Director,3,Single,"₹ 13,464","₹ 7,914",7,No,21,4,3,9,3,3,4,3,2,2
46,No,Non-Travel,849,Sales,26,2,Life Sciences,2,Male,98,2,2,Sales Executive,2,Single,"₹ 7,991","₹ 25,166",8,No,15,3,3,6,3,3,2,2,2,2
40,No,Travel_Rarely,616,Research & Development,2,2,Life Sciences,3,Female,99,3,1,Laboratory Technician,1,Married,"₹ 3,377","₹ 25,605",4,No,17,3,4,7,5,2,4,3,0,2
42,No,Travel_Rarely,1128,Research & Development,13,3,Medical,2,Male,95,4,2,Healthcare Representative,1,Married,"₹ 5,538","₹ 5,696",5,No,18,3,3,10,2,2,0,0,0,0
35,No,Non-Travel,1180,Research & Development,2,2,Medical,2,Male,90,3,2,Manufacturing Director,4,Divorced,"₹ 5,762","₹ 24,442",2,No,14,3,3,15,6,3,7,7,1,7
38,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1,Male,100,3,1,Human Resources,2,Divorced,"₹ 2,592","₹ 7,129",5,No,13,3,4,13,3,3,11,10,3,8
34,Yes,Travel_Frequently,234,Research & Development,9,4,Life Sciences,4,Male,93,3,2,Laboratory Technician,1,Married,"₹ 5,346","₹ 6,208",4,No,17,3,3,11,3,2,7,1,0,7
37,Yes,Travel_Rarely,370,Research & Development,10,4,Medical,4,Male,58,3,2,Manufacturing Director,1,Single,"₹ 4,213","₹ 4,992",1,No,15,3,2,10,4,1,10,3,0,8
39,No,Travel_Frequently,766,Sales,20,3,Life Sciences,3,Male,83,3,2,Sales Executive,4,Divorced,"₹ 4,127","₹ 19,188",2,No,18,3,4,7,6,3,2,1,2,2
43,No,Non-Travel,343,Research & Development,9,3,Life Sciences,1,Male,52,3,1,Research Scientist,3,Single,"₹ 2,438","₹ 24,978",4,No,13,3,3,7,2,2,3,2,1,2
41,No,Travel_Rarely,447,Research & Development,5,3,Life Sciences,2,Male,85,4,2,Healthcare Representative,2,Single,"₹ 6,870","₹ 15,530",3,No,12,3,1,11,3,1,3,2,1,2
41,No,Travel_Rarely,796,Sales,4,1,Marketing,3,Female,81,3,3,Sales Executive,3,Divorced,"₹ 10,447","₹ 26,458",0,Yes,13,3,4,23,3,4,22,14,13,5
